State,Date,Negative Impact,% SB having decrease in revenue,Approx. Mean Revenue,Full Name,% SB close for at least one day,% SB having disruptions in supply chain,% SB shift production/services,% SB only do pickup/delivery,Approx. Days Till Normal,% SB having decrease in paid employee,% SB having decrease in paid employee work hours,Approx. Days Cash on Hand Can Cover,% SB missed loan payment,% SB missed other scheduled payment,% SB requested financial assistance from PPP,% SB received financial assistance from PPP,% SB not received financial assistance from Federal program
AR,2020-06-27,79.2,0.35100000000000003,122767.5,Arkansas,0.128,0.248,,,256.77,0.087,0.18,60.31800000000001,,,0.81,0.809,0.166
AZ,2020-06-27,72.69999999999999,0.413,109534.25,Arizona,0.161,0.33399999999999996,0.034,0.07400000000000001,281.53499999999997,0.077,0.248,93.98150000000001,,0.10300000000000001,0.677,0.649,0.306
CA,2020-06-27,81.8,0.469,118132.0,California,0.251,0.312,0.07,0.091,295.74,0.141,0.257,99.9655,0.054000000000000006,0.16,0.7559999999999999,0.7190000000000001,0.23399999999999999
CO,2020-06-27,80.6,0.392,98896.75,Colorado,0.12300000000000001,0.28600000000000003,0.063,0.04,286.605,0.08900000000000001,0.226,96.5195,0.037000000000000005,0.127,0.732,0.705,0.262
CT,2020-06-27,75.2,0.41600000000000004,99945.0,Connecticut,0.175,0.305,0.05,0.07,299.085,0.156,0.225,68.73299999999999,0.061,0.146,0.7809999999999999,0.742,0.19699999999999998
DC,2020-06-27,91.8,0.48700000000000004,7410.0,District of Columbia,0.385,0.31,,,216.42000000000002,0.17600000000000002,0.282,44.864999999999995,,0.335,0.774,0.746,0.19399999999999998
DE,2020-06-27,83.8,0.426,21287.5,Delaware,0.182,0.358,,,256.38,,0.205,60.406000000000006,,,0.6759999999999999,0.664,0.321
FL,2020-06-27,80.0,0.44299999999999995,96927.25,Florida,0.16899999999999998,0.324,0.054000000000000006,0.062,275.58,0.09699999999999999,0.218,82.889,0.052000000000000005,0.14400000000000002,0.769,0.725,0.22
GA,2020-06-27,81.0,0.428,113366.0,Georgia,0.14300000000000002,0.34600000000000003,0.054000000000000006,0.073,279.84,0.09300000000000001,0.205,69.168,0.035,0.126,0.7829999999999999,0.7390000000000001,0.233
HI,2020-06-27,88.5,0.58,19073.25,Hawaii,0.325,0.306,,,213.52499999999998,0.14,0.331,47.6135,,0.19699999999999998,0.7959999999999999,0.778,0.162
IA,2020-06-27,76.3,0.36200000000000004,106733.0,Iowa,0.114,0.27899999999999997,,0.057999999999999996,250.725,,0.177,72.3235,,0.055999999999999994,0.693,0.674,0.297
ID,2020-06-27,77.0,0.354,104095.0,Idaho,0.11800000000000001,0.267,,0.054000000000000006,202.905,0.05,0.14300000000000002,59.9785,,0.054000000000000006,0.679,0.6759999999999999,0.261
IL,2020-06-27,81.1,0.445,122244.0,Illinois,0.19,0.29100000000000004,0.04,0.073,284.775,0.12,0.243,92.161,0.04,0.146,0.759,0.741,0.222
IN,2020-06-27,70.89999999999999,0.363,119158.25,Indiana,0.096,0.353,0.021,0.049,253.32000000000002,0.106,0.20600000000000002,63.2715,0.040999999999999995,0.09699999999999999,0.76,0.74,0.22699999999999998
KS,2020-06-27,77.49999999999999,0.42200000000000004,101431.25,Kansas,0.124,0.307,0.037000000000000005,0.063,251.58000000000004,0.076,0.25,106.44349999999999,,0.106,0.815,0.79,0.165
KY,2020-06-27,80.80000000000001,0.43,127684.0,Kentucky,0.09699999999999999,0.366,0.057,0.08,252.09,0.141,0.184,64.661,0.054000000000000006,0.12300000000000001,0.764,0.74,0.2
LA,2020-06-27,87.2,0.434,108491.75,Louisiana,0.156,0.3,0.042,0.08,258.13500000000005,0.11699999999999999,0.24600000000000002,61.83500000000001,,0.083,0.7909999999999999,0.774,0.193
MA,2020-06-27,80.89999999999999,0.41,116332.5,Massachusetts,0.243,0.335,0.046,0.076,282.855,0.147,0.21,70.08099999999999,0.04,0.132,0.752,0.728,0.215
MD,2020-06-27,79.89999999999999,0.449,132674.5,Maryland,0.20600000000000002,0.324,0.046,0.07400000000000001,289.20000000000005,0.135,0.22899999999999998,85.52699999999999,0.06,0.15,0.7140000000000001,0.68,0.275
ME,2020-06-27,78.89999999999999,0.408,99187.75,Maine,0.18,0.431,,0.10800000000000001,298.74,0.12,0.261,68.235,,0.111,0.77,0.763,0.21100000000000002
MI,2020-06-27,81.0,0.381,123549.0,Michigan,0.146,0.312,0.047,0.055999999999999994,278.64,0.151,0.23,69.8895,0.063,0.125,0.762,0.74,0.22
MN,2020-06-27,75.99999999999999,0.39899999999999997,123100.25,Minnesota,0.131,0.34600000000000003,0.046,0.044000000000000004,275.835,0.128,0.225,72.34449999999998,0.044000000000000004,0.1,0.794,0.772,0.20800000000000002
MO,2020-06-27,75.1,0.39899999999999997,120948.5,Missouri,0.132,0.36,0.049,0.044000000000000004,264.405,0.128,0.215,65.5375,0.035,0.121,0.7829999999999999,0.7709999999999999,0.17600000000000002
MS,2020-06-27,75.49999999999999,0.294,99895.0,Mississippi,0.15,0.315,,,164.14499999999998,0.076,0.142,51.319,,,0.721,0.7090000000000001,0.273
MT,2020-06-27,73.9,0.33799999999999997,59132.5,Montana,0.083,0.413,,,164.65499999999997,,0.142,74.93700000000001,,,0.703,0.703,0.264
NC,2020-06-27,77.49999999999999,0.43799999999999994,127203.75,North Carolina,0.11,0.336,0.032,0.04,276.405,0.092,0.23,95.8555,0.039,0.09300000000000001,0.711,0.6759999999999999,0.264
ND,2020-06-27,78.69999999999999,0.375,24690.0,North Dakota,,0.402,,,179.73,,0.14400000000000002,37.4935,,,0.759,0.6709999999999999,0.28300000000000003
NE,2020-06-27,76.2,0.381,115587.5,Nebraska,0.084,0.303,,0.085,227.655,0.12300000000000001,0.218,64.8285,,,0.758,0.742,0.22399999999999998
NH,2020-06-27,80.80000000000001,0.363,108983.0,New Hampshire,0.096,0.27,,,296.84999999999997,0.107,0.133,70.10650000000001,,0.124,0.775,0.768,0.179
NJ,2020-06-27,81.6,0.424,108784.75,New Jersey,0.28300000000000003,0.263,0.055999999999999994,0.10099999999999999,255.28499999999997,0.168,0.26,85.4825,0.057,0.2,0.7659999999999999,0.728,0.187
NM,2020-06-27,80.10000000000001,0.41700000000000004,91277.5,New Mexico,0.11699999999999999,0.32799999999999996,,0.105,276.24000000000007,0.12300000000000001,0.19899999999999998,64.22,,0.081,0.738,0.705,0.259
NV,2020-06-27,81.7,0.474,115719.5,Nevada,0.187,0.348,,0.073,288.855,0.14300000000000002,0.233,70.23649999999999,0.049,0.14,0.706,0.65,0.299
NY,2020-06-27,80.89999999999999,0.395,97186.75,New York,0.301,0.298,0.051,0.078,277.23,0.132,0.203,85.648,0.065,0.231,0.765,0.7170000000000001,0.225
OH,2020-06-27,77.5,0.406,111501.75,Ohio,0.124,0.358,0.038,0.08,272.4,0.127,0.205,91.584,0.032,0.11599999999999999,0.765,0.726,0.217
OK,2020-06-27,70.5,0.419,108456.75,Oklahoma,0.125,0.37,0.035,0.069,226.03500000000003,0.114,0.183,69.7255,0.057999999999999996,0.08199999999999999,0.708,0.693,0.261
OR,2020-06-27,80.5,0.44,113310.75,Oregon,0.191,0.36,0.043,0.054000000000000006,290.94,0.127,0.252,73.248,0.032,0.147,0.723,0.6709999999999999,0.271
PA,2020-06-27,81.5,0.41100000000000003,126374.5,Pennsylvania,0.198,0.359,0.038,0.068,262.06500000000005,0.111,0.203,79.50999999999999,0.063,0.139,0.775,0.759,0.207
PR,2020-06-27,89.8,0.608,16345.0,Puerto Rico,0.355,0.373,0.096,0.158,237.88500000000002,0.184,0.37200000000000005,59.355000000000004,0.083,0.353,0.691,0.654,0.158
RI,2020-06-27,92.10000000000001,0.51,40197.5,Rhode Island,0.226,0.35200000000000004,,,119.22,0.157,0.19699999999999998,48.14999999999999,,,0.865,0.8059999999999999,0.132
SC,2020-06-27,73.39999999999999,0.445,130397.25,South Carolina,0.122,0.34600000000000003,0.078,0.048,280.335,0.136,0.214,60.707499999999996,0.053,0.106,0.713,0.6629999999999999,0.258
SD,2020-06-27,77.69999999999999,0.324,24265.0,South Dakota,0.11199999999999999,0.302,,,186.105,0.098,0.188,57.298,,,0.732,0.713,0.23
TN,2020-06-27,75.6,0.41,126890.75,Tennessee,0.145,0.365,0.055,0.047,260.44500000000005,0.086,0.196,73.177,,0.084,0.7979999999999999,0.782,0.155
TX,2020-06-27,76.29999999999998,0.457,128501.25,Texas,0.153,0.293,0.045,0.054000000000000006,284.71500000000003,0.102,0.21100000000000002,98.9545,0.048,0.121,0.755,0.733,0.23800000000000002
UT,2020-06-27,75.8,0.402,107799.25,Utah,0.083,0.38299999999999995,0.061,0.034,269.145,0.075,0.188,60.973,,0.115,0.754,0.733,0.239
VA,2020-06-27,76.4,0.433,123253.5,Virginia,0.151,0.295,0.057999999999999996,0.045,283.89,0.09699999999999999,0.24,99.80999999999999,0.073,0.147,0.742,0.723,0.24
VT,2020-06-27,75.0,0.364,58272.5,Vermont,0.183,0.36200000000000004,,,214.63499999999996,0.11800000000000001,0.23,37.292,,0.175,0.638,0.618,0.35100000000000003
WA,2020-06-27,78.99999999999999,0.418,115634.25,Washington,0.16399999999999998,0.307,0.03,0.068,280.83000000000004,0.115,0.192,73.645,0.031,0.11800000000000001,0.7190000000000001,0.701,0.255
WI,2020-06-27,72.89999999999999,0.41100000000000003,110772.0,Wisconsin,0.12300000000000001,0.28800000000000003,0.031,0.035,265.005,0.10400000000000001,0.223,71.1505,0.039,0.11599999999999999,0.759,0.733,0.22699999999999998
WV,2020-06-27,79.4,0.42700000000000005,39267.5,West Virginia,0.127,0.188,,,252.75000000000003,,0.151,44.797999999999995,,,0.758,0.733,0.226
WY,2020-06-27,82.30000000000001,0.469,27507.5,Wyoming,0.136,0.344,,,251.88000000000002,,0.33899999999999997,41.653999999999996,,,0.7490000000000001,0.6990000000000001,0.23399999999999999
