Full Name,Date,State,Negative Impact,% SB having decrease in revenue,Approx. Mean Revenue,% SB close for at least one day,% SB having disruptions in supply chain,% SB shift production/services,% SB only do pickup/delivery,Approx. Days Til Normal,% SB having decrease in paid employee,% SB having decrease in paid employee work hours,Approx. Days Cash on Hand Can Cover,% SB missed loan payment,% SB missed other scheduled payment,% SB requested financial assistance from PPP,% SB received financial assistance from PPP,% SB not received financial assistance from Federal program
Oklahoma,2020-05-16,OK,80.89999999999999,0.539,15499.5,0.23800000000000002,0.337,0.06,0.12,213.225,0.094,0.299,71.0605,0.055999999999999994,0.11199999999999999,0.742,0.71,0.257
Oregon,2020-05-16,OR,84.7,0.6459999999999999,25595.0,0.302,0.385,0.069,0.14300000000000002,243.70499999999998,0.16899999999999998,0.38,71.971,0.08800000000000001,0.19699999999999998,0.7240000000000001,0.634,0.315
Pennsylvania,2020-05-16,PA,89.69999999999999,0.643,32911.0,0.43,0.45299999999999996,0.068,0.14400000000000002,231.75,0.228,0.395,63.11749999999999,0.105,0.23800000000000002,0.757,0.682,0.256
Rhode Island,2020-05-16,RI,77.2,0.631,13894.0,0.428,0.413,,0.179,171.495,0.27,0.40399999999999997,53.89149999999999,,0.168,0.672,0.5920000000000001,0.35600000000000004
South Carolina,2020-05-16,SC,79.5,0.532,34645.5,0.214,0.386,0.081,0.11900000000000001,187.59,0.161,0.298,65.1335,0.065,0.147,0.743,0.633,0.309
South Dakota,2020-05-16,SD,81.60000000000001,0.5429999999999999,5962.75,0.184,0.366,,,169.58999999999997,0.106,0.285,53.17750000000001,,,0.665,0.665,0.29100000000000004
Tennessee,2020-05-16,TN,82.1,0.545,42035.75,0.21899999999999997,0.43200000000000005,0.062,0.14,230.46,0.126,0.29100000000000004,49.3505,0.094,0.14400000000000002,0.795,0.72,0.245
Texas,2020-05-16,TX,85.5,0.609,40387.0,0.27399999999999997,0.385,0.07200000000000001,0.138,244.69500000000005,0.145,0.33399999999999996,70.44899999999998,0.11599999999999999,0.184,0.7709999999999999,0.693,0.262
Utah,2020-05-16,UT,77.39999999999999,0.48200000000000004,26020.5,0.177,0.358,0.077,0.07400000000000001,203.85000000000002,0.106,0.272,55.025000000000006,0.057999999999999996,0.109,0.7140000000000001,0.642,0.326
Virginia,2020-05-16,VA,85.60000000000001,0.606,43567.5,0.27899999999999997,0.37799999999999995,0.059000000000000004,0.12,237.60000000000005,0.16699999999999998,0.35,71.56050000000002,0.09699999999999999,0.2,0.726,0.632,0.312
Vermont,2020-05-16,VT,89.0,0.518,7466.0,0.29600000000000004,0.34600000000000003,,0.214,113.355,0.09,0.221,50.80950000000001,,0.142,0.677,0.638,0.307
Washington,2020-05-16,WA,88.1,0.62,38026.5,0.387,0.414,0.057,0.113,249.285,0.18899999999999997,0.369,70.30199999999999,0.087,0.21,0.735,0.6459999999999999,0.303
Wisconsin,2020-05-16,WI,81.99999999999999,0.629,36726.0,0.341,0.389,0.066,0.177,256.695,0.16899999999999998,0.34299999999999997,64.6665,0.083,0.163,0.733,0.691,0.263
West Virginia,2020-05-16,WV,84.6,0.596,9684.0,0.21899999999999997,0.539,,0.19399999999999998,102.63000000000001,0.193,0.35200000000000004,27.345999999999997,,0.156,0.8029999999999999,0.775,0.198
Wyoming,2020-05-16,WY,82.2,0.544,12881.75,0.18100000000000002,0.41700000000000004,,,162.42000000000002,,0.312,48.8315,,0.11599999999999999,0.679,0.621,0.27899999999999997
Alaska,2020-05-23,AK,91.39999999999999,0.649,21154.5,0.321,0.425,,,93.72,,0.319,35.91,,0.13699999999999998,0.733,0.6759999999999999,0.298
Alabama,2020-05-23,AL,79.10000000000001,0.49700000000000005,131792.25,0.151,0.391,,0.053,234.98999999999998,0.11800000000000001,0.28600000000000003,55.019,0.055999999999999994,0.099,0.795,0.78,0.18100000000000002
Arkansas,2020-05-23,AR,87.20000000000002,0.514,102197.5,0.184,0.384,,0.107,217.93499999999997,0.062,0.214,55.9405,,0.086,0.816,0.809,0.16699999999999998
Arizona,2020-05-23,AZ,80.10000000000001,0.584,107692.5,0.2,0.317,0.047,0.08199999999999999,254.145,0.15,0.313,70.7565,0.064,0.153,0.66,0.5760000000000001,0.375
California,2020-05-23,CA,86.5,0.622,101414.25,0.39399999999999996,0.405,0.081,0.127,289.03499999999997,0.203,0.36,91.78450000000001,0.079,0.222,0.75,0.6709999999999999,0.28
Colorado,2020-05-23,CO,81.0,0.5589999999999999,92010.5,0.22699999999999998,0.37799999999999995,0.065,0.106,290.8349999999999,0.146,0.299,92.0185,0.044000000000000004,0.133,0.721,0.6659999999999999,0.285
Connecticut,2020-05-23,CT,79.3,0.61,115542.0,0.331,0.466,0.048,0.177,262.90500000000003,0.147,0.314,63.967,0.077,0.18600000000000003,0.8009999999999999,0.7609999999999999,0.212
District of Columbia,2020-05-23,DC,81.3,0.624,5026.75,0.5329999999999999,0.29100000000000004,,,197.70000000000002,,0.33799999999999997,45.61750000000001,,0.23800000000000002,0.6920000000000001,0.632,0.34299999999999997
Delaware,2020-05-23,DE,94.8,0.488,20365.0,0.349,0.479,0.10099999999999999,,119.42999999999999,0.102,0.287,59.176,,0.146,0.8220000000000001,0.773,0.191
Florida,2020-05-23,FL,82.49999999999999,0.585,85445.0,0.27399999999999997,0.35600000000000004,0.067,0.094,258.07500000000005,0.115,0.301,79.03800000000001,0.06,0.16,0.711,0.652,0.299
Georgia,2020-05-23,GA,83.0,0.5820000000000001,103234.0,0.237,0.405,0.085,0.106,257.80499999999995,0.139,0.34,84.938,0.039,0.16399999999999998,0.763,0.7070000000000001,0.247
Hawaii,2020-05-23,HI,84.3,0.626,20742.75,0.29,0.354,,0.147,182.7,0.23,0.374,58.067,,0.21100000000000002,0.768,0.711,0.235
Iowa,2020-05-23,IA,80.3,0.593,108125.75,0.27,0.401,0.061,0.085,182.51999999999998,0.124,0.271,64.5025,,0.102,0.77,0.7609999999999999,0.214
Idaho,2020-05-23,ID,84.0,0.551,83811.5,0.223,0.354,0.066,0.059000000000000004,172.32,0.066,0.309,66.8945,,0.12300000000000001,0.708,0.6990000000000001,0.263
Illinois,2020-05-23,IL,86.4,0.6609999999999999,105817.0,0.348,0.408,0.063,0.126,290.74500000000006,0.14800000000000002,0.364,80.05,0.049,0.19,0.768,0.726,0.22399999999999998
Indiana,2020-05-23,IN,81.3,0.579,109800.0,0.21899999999999997,0.38,0.035,0.07200000000000001,256.15500000000003,0.125,0.324,63.9725,0.047,0.138,0.747,0.732,0.23399999999999999
Kansas,2020-05-23,KS,80.69999999999999,0.5479999999999999,103411.75,0.187,0.36,0.049,0.111,199.64999999999998,0.09,0.249,66.6275,,0.111,0.742,0.72,0.24100000000000002
Kentucky,2020-05-23,KY,80.4,0.57,89416.75,0.292,0.39799999999999996,0.034,0.17,245.79000000000005,0.094,0.251,56.1395,,0.134,0.649,0.606,0.33799999999999997
Louisiana,2020-05-23,LA,86.0,0.6409999999999999,96349.5,0.34600000000000003,0.386,,0.11,233.39999999999998,0.168,0.32,53.8335,,0.08900000000000001,0.762,0.716,0.212
Massachusetts,2020-05-23,MA,88.80000000000001,0.61,107096.25,0.381,0.435,0.055,0.124,300.03000000000003,0.179,0.313,95.89950000000002,0.05,0.154,0.753,0.726,0.213
Maryland,2020-05-23,MD,86.5,0.59,99050.75,0.363,0.385,0.061,0.114,282.9,0.185,0.353,82.4235,0.059000000000000004,0.188,0.753,0.672,0.29600000000000004
Maine,2020-05-23,ME,80.4,0.5529999999999999,35462.25,0.254,0.441,,0.13699999999999998,286.12500000000006,0.188,0.271,47.60399999999999,,0.121,0.696,0.6659999999999999,0.298
Michigan,2020-05-23,MI,89.4,0.642,79682.5,0.39899999999999997,0.452,0.063,0.158,274.41,0.19699999999999998,0.354,80.097,0.054000000000000006,0.187,0.7559999999999999,0.708,0.22699999999999998
Minnesota,2020-05-23,MN,83.79999999999998,0.598,113700.25,0.23399999999999999,0.38299999999999995,0.051,0.15,302.09999999999997,0.185,0.331,91.1325,0.034,0.113,0.774,0.757,0.20600000000000002
Missouri,2020-05-23,MO,83.0,0.52,99943.75,0.239,0.401,0.073,0.096,274.83000000000004,0.134,0.311,84.18799999999999,0.055,0.156,0.76,0.7240000000000001,0.23399999999999999
Mississippi,2020-05-23,MS,83.7,0.547,46499.0,0.18600000000000003,0.364,,,175.30499999999998,0.157,0.242,50.0265,,0.128,0.762,0.7,0.23600000000000002
Montana,2020-05-23,MT,71.3,0.408,22855.0,0.196,0.40700000000000003,,,218.415,0.077,0.205,64.673,,0.096,0.595,0.5529999999999999,0.396
North Carolina,2020-05-23,NC,85.3,0.562,100434.25,0.292,0.396,0.067,0.10099999999999999,286.74,0.166,0.315,83.9215,0.040999999999999995,0.131,0.745,0.6729999999999999,0.257
North Dakota,2020-05-23,ND,79.89999999999999,0.555,24060.0,0.182,0.348,,,198.345,0.191,0.344,42.579499999999996,,,0.715,0.715,0.249
Nebraska,2020-05-23,NE,76.2,0.537,113278.5,0.196,0.382,,0.13699999999999998,222.15,0.102,0.317,62.34850000000001,,,0.737,0.721,0.24600000000000002
New Hampshire,2020-05-23,NH,87.20000000000002,0.5529999999999999,98781.00000000001,0.28800000000000003,0.42700000000000005,,0.12,217.77,0.161,0.28,59.23400000000001,,0.154,0.7070000000000001,0.69,0.267
New Jersey,2020-05-23,NJ,86.8,0.5760000000000001,95922.75,0.40299999999999997,0.39799999999999996,0.057999999999999996,0.13699999999999998,287.355,0.19899999999999998,0.348,72.3895,0.071,0.217,0.767,0.684,0.267
New Mexico,2020-05-23,NM,80.80000000000001,0.563,43497.25,0.317,0.43200000000000005,,0.22699999999999998,259.10999999999996,0.193,0.349,56.8805,0.055999999999999994,0.14800000000000002,0.687,0.6579999999999999,0.29600000000000004
Nevada,2020-05-23,NV,87.9,0.635,89732.25,0.36700000000000005,0.373,0.081,0.11,291.63,0.165,0.32799999999999996,58.8665,0.094,0.214,0.757,0.6759999999999999,0.294
New York,2020-05-23,NY,89.5,0.65,92142.75,0.498,0.469,0.07200000000000001,0.14400000000000002,297.01500000000004,0.21899999999999997,0.366,78.45949999999999,0.081,0.27,0.773,0.705,0.247
Ohio,2020-05-23,OH,82.5,0.565,111277.5,0.22899999999999998,0.419,0.065,0.09300000000000001,271.365,0.146,0.285,85.3885,0.066,0.14800000000000002,0.804,0.773,0.184
Oklahoma,2020-05-23,OK,78.5,0.575,94952.25,0.188,0.35600000000000004,0.064,0.09,243.49499999999995,0.10099999999999999,0.282,60.74550000000001,,0.08900000000000001,0.787,0.7659999999999999,0.192
Oregon,2020-05-23,OR,84.80000000000001,0.585,102553.5,0.32,0.40299999999999997,0.053,0.141,285.045,0.14,0.32,69.2235,0.062,0.153,0.7140000000000001,0.662,0.29600000000000004
Pennsylvania,2020-05-23,PA,89.0,0.6,99105.25,0.35100000000000003,0.40299999999999997,0.07200000000000001,0.14800000000000002,274.08,0.20800000000000002,0.35700000000000004,94.441,0.051,0.154,0.74,0.6890000000000001,0.253
Rhode Island,2020-05-23,RI,84.0,0.597,65460.25,0.331,0.478,,0.128,109.2,0.134,0.195,47.692499999999995,,,0.657,0.632,0.289
South Carolina,2020-05-23,SC,76.0,0.526,93518.0,0.222,0.42700000000000005,0.057999999999999996,0.062,215.79000000000002,0.096,0.276,69.90950000000001,,0.11,0.726,0.687,0.259
South Dakota,2020-05-23,SD,80.2,0.654,23052.5,0.12,0.33299999999999996,,0.10099999999999999,170.44500000000002,0.136,0.313,56.416,,,0.779,0.753,0.235
Tennessee,2020-05-23,TN,87.1,0.48,109874.75,0.18899999999999997,0.434,0.049,0.091,278.01,0.091,0.19399999999999998,64.5755,0.045,0.114,0.777,0.755,0.22699999999999998
Texas,2020-05-23,TX,80.5,0.557,110266.0,0.244,0.382,0.07200000000000001,0.10400000000000001,254.82,0.13,0.3,89.14399999999999,0.059000000000000004,0.129,0.7559999999999999,0.7070000000000001,0.25
Utah,2020-05-23,UT,78.5,0.478,108248.75,0.174,0.36200000000000004,0.049,0.077,233.43,0.087,0.29100000000000004,66.4945,0.07,0.15,0.721,0.667,0.298
Virginia,2020-05-23,VA,80.60000000000001,0.579,96951.0,0.28600000000000003,0.384,0.064,0.115,278.17499999999995,0.142,0.33799999999999997,89.1235,0.061,0.157,0.75,0.6990000000000001,0.257
Vermont,2020-05-23,VT,78.4,0.525,6550.000000000001,0.319,0.38799999999999996,,0.18,249.42000000000002,0.129,0.223,41.0255,,0.174,0.674,0.639,0.315
Washington,2020-05-23,WA,84.5,0.5870000000000001,98277.5,0.32799999999999996,0.392,0.059000000000000004,0.139,257.49,0.175,0.311,100.923,0.042,0.142,0.68,0.632,0.3
Wisconsin,2020-05-23,WI,79.1,0.573,106950.25,0.268,0.41600000000000004,0.055999999999999994,0.166,272.70000000000005,0.138,0.308,58.990500000000004,0.042,0.125,0.738,0.72,0.245
West Virginia,2020-05-23,WV,86.60000000000001,0.561,23795.75,0.258,0.47200000000000003,,,119.61000000000001,0.188,0.342,46.029,,,0.723,0.635,0.29100000000000004
Wyoming,2020-05-23,WY,79.0,0.588,8921.25,0.265,0.27,,,158.22000000000003,0.136,0.23600000000000002,34.6075,,,0.604,0.5579999999999999,0.396
Alaska,2020-05-30,AK,80.0,0.445,13707.250000000002,0.244,0.326,,,157.23000000000002,,0.21899999999999997,45.857,,,0.624,0.57,0.381
Alabama,2020-05-30,AL,81.2,0.47600000000000003,103451.5,0.18600000000000003,0.37799999999999995,0.057,0.063,201.675,0.076,0.19699999999999998,62.7915,,0.10400000000000001,0.785,0.765,0.18600000000000003
Arkansas,2020-05-30,AR,78.4,0.537,60584.0,0.134,0.364,0.095,,242.145,0.08800000000000001,0.2,55.73650000000001,,0.1,0.7140000000000001,0.701,0.26
Arizona,2020-05-30,AZ,77.0,0.457,115566.25,0.217,0.319,0.064,0.08800000000000001,236.685,0.08800000000000001,0.23600000000000002,74.34450000000001,0.032,0.11199999999999999,0.743,0.6809999999999999,0.295
California,2020-05-30,CA,83.1,0.573,99819.5,0.365,0.38299999999999995,0.068,0.127,278.70000000000005,0.179,0.321,91.18,0.065,0.188,0.738,0.6809999999999999,0.268
Colorado,2020-05-30,CO,80.8,0.522,101104.0,0.212,0.355,0.064,0.09,271.33500000000004,0.114,0.29,95.02200000000002,0.046,0.114,0.726,0.7090000000000001,0.263
Connecticut,2020-05-30,CT,83.0,0.47,110172.0,0.27699999999999997,0.35,0.059000000000000004,0.14300000000000002,300.78000000000003,0.10099999999999999,0.235,61.766,0.076,0.163,0.8370000000000001,0.816,0.157
District of Columbia,2020-05-30,DC,80.89999999999999,0.529,17571.0,0.47100000000000003,0.271,,,216.57000000000005,,0.299,43.217,,0.182,0.66,0.608,0.327
Delaware,2020-05-30,DE,89.9,0.619,20433.75,0.397,0.419,,0.16399999999999998,184.275,0.18100000000000002,0.364,53.182500000000005,,0.151,0.7759999999999999,0.737,0.253
Florida,2020-05-30,FL,82.10000000000001,0.541,85913.25,0.225,0.35600000000000004,0.057,0.1,265.665,0.111,0.295,86.91050000000001,0.054000000000000006,0.161,0.758,0.703,0.23800000000000002
Georgia,2020-05-30,GA,80.5,0.5329999999999999,105662.25,0.278,0.344,0.03,0.073,247.59,0.095,0.266,82.764,0.05,0.131,0.775,0.7240000000000001,0.223
Hawaii,2020-05-30,HI,89.6,0.561,30407.25,0.28600000000000003,0.34700000000000003,,0.08199999999999999,216.15,0.16699999999999998,0.37200000000000005,50.1155,,0.151,0.7979999999999999,0.7390000000000001,0.203
Iowa,2020-05-30,IA,80.10000000000001,0.502,112792.75,0.153,0.34,0.06,0.07,239.79000000000002,0.08199999999999999,0.23399999999999999,61.1515,,0.054000000000000006,0.6920000000000001,0.6609999999999999,0.287
Idaho,2020-05-30,ID,75.0,0.36,84210.0,0.205,0.39,,0.091,237.95999999999998,,0.18100000000000002,67.7875,,0.07200000000000001,0.6809999999999999,0.653,0.295
Illinois,2020-05-30,IL,85.2,0.564,114151.5,0.305,0.34299999999999997,0.06,0.128,282.375,0.11800000000000001,0.303,85.2605,0.040999999999999995,0.14300000000000002,0.789,0.763,0.20199999999999999
Indiana,2020-05-30,IN,74.1,0.48100000000000004,110753.75,0.161,0.382,0.048,0.068,263.67,0.11,0.262,68.2515,0.033,0.099,0.784,0.7559999999999999,0.214
Kansas,2020-05-30,KS,81.69999999999999,0.489,118537.0,0.16899999999999998,0.293,0.043,0.076,280.365,0.10400000000000001,0.23199999999999998,57.95700000000001,,0.10800000000000001,0.792,0.7609999999999999,0.204
Kentucky,2020-05-30,KY,78.7,0.47600000000000003,97184.0,0.217,0.34600000000000003,0.045,0.139,180.96,0.107,0.257,59.668499999999995,,0.079,0.73,0.698,0.259
Louisiana,2020-05-30,LA,83.2,0.525,93414.75,0.239,0.396,0.054000000000000006,0.067,217.73999999999998,0.105,0.267,57.8815,,0.142,0.804,0.77,0.19
Massachusetts,2020-05-30,MA,87.7,0.557,109279.75,0.42100000000000004,0.402,0.062,0.114,278.11500000000007,0.175,0.31,93.682,0.069,0.17800000000000002,0.7609999999999999,0.7440000000000001,0.207
Maryland,2020-05-30,MD,82.8,0.515,128619.75,0.278,0.375,0.061,0.11699999999999999,275.85,0.109,0.292,71.8285,0.057999999999999996,0.155,0.728,0.7,0.262
Maine,2020-05-30,ME,84.1,0.562,21673.5,0.33399999999999996,0.42200000000000004,,0.16,271.44,0.091,0.255,45.861,,0.11,0.768,0.735,0.23
Michigan,2020-05-30,MI,88.89999999999999,0.5489999999999999,89464.25,0.387,0.44299999999999995,0.027000000000000003,0.152,290.19,0.18100000000000002,0.335,91.0135,0.045,0.18600000000000003,0.775,0.737,0.22699999999999998
Minnesota,2020-05-30,MN,82.69999999999999,0.552,113608.75,0.19699999999999998,0.336,0.032,0.111,299.90999999999997,0.14,0.285,100.5995,0.044000000000000004,0.11699999999999999,0.6990000000000001,0.6659999999999999,0.264
Missouri,2020-05-30,MO,74.8,0.446,100138.25,0.187,0.369,0.065,0.081,239.92500000000004,0.11,0.215,61.54350000000001,0.05,0.113,0.76,0.738,0.221
Mississippi,2020-05-30,MS,79.10000000000001,0.43,95065.0,0.222,0.46,,,146.655,,0.257,57.897000000000006,,0.14800000000000002,0.802,0.7909999999999999,0.163
Montana,2020-05-30,MT,81.69999999999999,0.43700000000000006,61145.5,0.235,0.374,0.075,,242.71499999999997,0.084,0.239,64.237,,0.091,0.713,0.723,0.247
North Carolina,2020-05-30,NC,81.3,0.575,97636.75,0.23800000000000002,0.35700000000000004,0.057,0.11800000000000001,276.555,0.11699999999999999,0.295,94.01100000000001,0.042,0.131,0.731,0.653,0.299
North Dakota,2020-05-30,ND,76.6,0.504,9837.500000000002,0.127,0.32899999999999996,,,154.26000000000002,,0.19699999999999998,65.20500000000001,,,0.698,0.6859999999999999,0.271
Nebraska,2020-05-30,NE,78.89999999999999,0.488,98805.0,0.17800000000000002,0.311,0.071,0.12,180.315,0.109,0.319,64.672,,,0.698,0.6829999999999999,0.24600000000000002
New Hampshire,2020-05-30,NH,84.39999999999999,0.642,100760.75,0.245,0.45299999999999996,,0.09699999999999999,276.135,0.134,0.27399999999999997,59.650000000000006,,0.11800000000000001,0.805,0.7809999999999999,0.14400000000000002
New Jersey,2020-05-30,NJ,87.8,0.591,101243.75,0.426,0.39299999999999996,0.06,0.161,282.78000000000003,0.182,0.294,77.70150000000001,0.086,0.23,0.7709999999999999,0.7120000000000001,0.23
New Mexico,2020-05-30,NM,78.3,0.584,86985.25,0.265,0.39899999999999997,0.10400000000000001,0.124,247.665,0.165,0.33399999999999996,57.96050000000001,,0.12300000000000001,0.6759999999999999,0.635,0.298
Nevada,2020-05-30,NV,85.8,0.573,99448.0,0.28300000000000003,0.332,0.037000000000000005,0.043,254.82,0.115,0.272,56.4105,0.064,0.158,0.746,0.672,0.285
New York,2020-05-30,NY,87.2,0.604,89170.0,0.45899999999999996,0.4,0.054000000000000006,0.128,267.99,0.195,0.33299999999999996,79.08500000000001,0.07200000000000001,0.23,0.745,0.7,0.243
Ohio,2020-05-30,OH,79.5,0.507,122896.25,0.192,0.358,0.039,0.076,268.8,0.13,0.262,93.72749999999999,0.039,0.124,0.762,0.732,0.226
Oklahoma,2020-05-30,OK,83.39999999999999,0.51,103168.25,0.193,0.373,0.051,0.077,255.74999999999994,0.099,0.256,69.90199999999999,,0.065,0.757,0.747,0.22899999999999998
Oregon,2020-05-30,OR,81.8,0.555,95558.5,0.25,0.358,0.044000000000000004,0.09,261.345,0.145,0.304,90.024,0.043,0.131,0.677,0.637,0.308
Pennsylvania,2020-05-30,PA,80.69999999999999,0.527,108623.75,0.311,0.366,0.052000000000000005,0.092,273.24,0.163,0.26,87.07749999999999,0.046,0.17,0.782,0.745,0.213
Rhode Island,2020-05-30,RI,84.60000000000001,0.528,20502.5,0.267,0.39799999999999996,,0.231,120.98999999999998,0.158,0.268,66.8175,,0.114,0.753,0.753,0.239
South Carolina,2020-05-30,SC,84.3,0.545,121185.25,0.198,0.37,0.046,0.1,232.27499999999998,0.113,0.27399999999999997,60.034000000000006,,0.095,0.768,0.733,0.218
South Dakota,2020-05-30,SD,78.60000000000001,0.49200000000000005,23627.5,0.161,0.37799999999999995,,,178.035,,0.152,47.643499999999996,,0.14300000000000002,0.7040000000000001,0.6829999999999999,0.285
Tennessee,2020-05-30,TN,84.0,0.5379999999999999,117442.75,0.19399999999999998,0.365,0.039,0.091,272.925,0.09300000000000001,0.20600000000000002,66.8985,0.042,0.094,0.774,0.7609999999999999,0.196
Texas,2020-05-30,TX,84.5,0.546,114451.0,0.23,0.369,0.07200000000000001,0.087,271.755,0.122,0.293,86.9485,0.054000000000000006,0.11800000000000001,0.768,0.726,0.23199999999999998
Utah,2020-05-30,UT,78.6,0.445,106066.0,0.201,0.31,0.062,0.055999999999999994,269.88,0.085,0.262,66.512,0.04,0.113,0.741,0.701,0.28800000000000003
Virginia,2020-05-30,VA,79.6,0.511,117523.5,0.265,0.36,0.077,0.08900000000000001,267.25500000000005,0.138,0.29600000000000004,92.0845,0.045,0.149,0.736,0.6920000000000001,0.255
Vermont,2020-05-30,VT,85.3,0.56,23046.75,0.249,0.402,,0.14300000000000002,266.76,0.19699999999999998,0.284,63.57650000000001,,0.10400000000000001,0.701,0.644,0.287
Washington,2020-05-30,WA,86.2,0.5539999999999999,98042.75,0.312,0.38299999999999995,0.079,0.106,276.37499999999994,0.165,0.311,90.7725,0.065,0.141,0.723,0.684,0.278
Wisconsin,2020-05-30,WI,77.69999999999999,0.521,106564.25,0.249,0.384,0.052000000000000005,0.13,243.45000000000002,0.12,0.256,62.191500000000005,0.046,0.125,0.7609999999999999,0.7490000000000001,0.20600000000000002
West Virginia,2020-05-30,WV,80.89999999999999,0.447,8993.75,0.16899999999999998,0.39299999999999996,,0.139,180.55499999999998,0.20199999999999999,0.256,59.567499999999995,,,0.715,0.66,0.299
Wyoming,2020-05-30,WY,79.3,0.426,10150.0,0.27399999999999997,0.39399999999999996,,,169.73999999999998,,0.292,76.995,,,0.625,0.61,0.344
Alaska,2020-06-06,AK,84.39999999999999,0.43200000000000005,24490.999999999996,0.22899999999999998,0.379,,,195.255,,0.16,39.316,,0.21100000000000002,0.68,0.636,0.281
Alabama,2020-06-06,AL,74.0,0.462,119578.5,0.16,0.32,0.040999999999999995,0.067,229.365,0.098,0.172,65.925,,0.071,0.8029999999999999,0.789,0.192
Arkansas,2020-06-06,AR,77.89999999999999,0.449,111120.0,0.156,0.42,,0.099,230.565,0.16399999999999998,0.28300000000000003,47.839,,0.127,0.716,0.685,0.242
Arizona,2020-06-06,AZ,79.4,0.435,103726.25,0.207,0.34600000000000003,0.057,0.078,236.79000000000002,0.075,0.214,67.438,0.035,0.12,0.6990000000000001,0.664,0.31
California,2020-06-06,CA,84.89999999999999,0.53,107971.25,0.364,0.366,0.068,0.11599999999999999,281.73,0.16699999999999998,0.305,88.6925,0.07200000000000001,0.19,0.725,0.685,0.264
Colorado,2020-06-06,CO,77.19999999999999,0.462,101148.75,0.237,0.345,0.053,0.059000000000000004,256.63500000000005,0.078,0.242,97.87699999999998,0.049,0.13,0.711,0.682,0.276
Connecticut,2020-06-06,CT,79.1,0.451,102491.75,0.268,0.327,0.064,0.102,268.755,0.126,0.235,62.9075,0.061,0.21,0.7909999999999999,0.767,0.2
District of Columbia,2020-06-06,DC,82.0,0.523,20950.0,0.406,0.355,,,112.32000000000001,,0.257,39.617000000000004,,0.237,0.7170000000000001,0.667,0.276
Delaware,2020-06-06,DE,86.3,0.521,16505.0,0.321,0.32,,,233.96999999999997,,0.278,60.54350000000001,,,0.687,0.647,0.298
Florida,2020-06-06,FL,84.39999999999999,0.486,92960.25,0.237,0.34600000000000003,0.055999999999999994,0.067,250.32000000000005,0.11699999999999999,0.253,82.173,0.068,0.158,0.758,0.722,0.235
Georgia,2020-06-06,GA,81.69999999999999,0.507,121096.5,0.214,0.359,0.052000000000000005,0.086,249.91499999999996,0.129,0.263,88.50649999999999,0.039,0.134,0.777,0.7390000000000001,0.22
Hawaii,2020-06-06,HI,83.3,0.561,48174.5,0.371,0.387,,0.10099999999999999,217.365,0.18100000000000002,0.284,64.19550000000001,,0.156,0.764,0.6970000000000001,0.26
Iowa,2020-06-06,IA,70.39999999999999,0.45899999999999996,99265.75,0.159,0.358,0.05,0.09,229.39499999999998,0.091,0.237,62.102000000000004,0.035,0.047,0.708,0.693,0.27899999999999997
Idaho,2020-06-06,ID,74.50000000000001,0.36,107940.0,0.107,0.36,,,196.335,,0.192,62.297999999999995,,,0.638,0.626,0.341
Illinois,2020-06-06,IL,83.7,0.55,112337.25,0.326,0.354,0.054000000000000006,0.107,282.48,0.121,0.318,87.46799999999999,0.04,0.129,0.777,0.748,0.21100000000000002
Indiana,2020-06-06,IN,77.5,0.45799999999999996,113551.5,0.16899999999999998,0.361,0.057999999999999996,0.07400000000000001,239.64000000000004,0.071,0.215,67.201,0.037000000000000005,0.094,0.746,0.7340000000000001,0.247
Kansas,2020-06-06,KS,76.29999999999998,0.426,125251.0,0.096,0.32299999999999995,0.059000000000000004,0.07200000000000001,183.72000000000003,0.055999999999999994,0.183,58.2325,,0.107,0.7829999999999999,0.7659999999999999,0.223
Kentucky,2020-06-06,KY,83.1,0.53,107526.5,0.27899999999999997,0.369,,0.136,266.37,0.121,0.256,57.981500000000004,,0.11900000000000001,0.713,0.705,0.21
Louisiana,2020-06-06,LA,85.2,0.507,117378.5,0.23199999999999998,0.322,0.077,0.083,241.46999999999997,0.08,0.228,59.88,,0.114,0.8190000000000001,0.7759999999999999,0.17800000000000002
Massachusetts,2020-06-06,MA,83.8,0.523,116266.25,0.361,0.387,0.077,0.147,276.57,0.17,0.258,82.49450000000002,0.06,0.14800000000000002,0.757,0.7490000000000001,0.2
Maryland,2020-06-06,MD,76.8,0.499,125349.0,0.256,0.33,0.05,0.10300000000000001,255.0,0.156,0.278,80.16300000000001,0.033,0.159,0.715,0.6759999999999999,0.284
Maine,2020-06-06,ME,91.10000000000001,0.552,86887.25,0.311,0.42200000000000004,0.09,0.133,298.74,0.095,0.245,63.587500000000006,,0.129,0.67,0.664,0.263
Michigan,2020-06-06,MI,85.69999999999999,0.532,107827.75,0.313,0.373,0.05,0.127,271.635,0.158,0.289,77.23100000000001,0.045,0.165,0.7609999999999999,0.716,0.235
Minnesota,2020-06-06,MN,79.5,0.496,123913.25,0.2,0.375,0.036000000000000004,0.091,280.185,0.11800000000000001,0.249,66.34450000000001,0.02,0.114,0.778,0.7509999999999999,0.218
Missouri,2020-06-06,MO,77.7,0.45799999999999996,104298.0,0.155,0.37799999999999995,0.049,0.102,255.71999999999997,0.12300000000000001,0.201,57.4935,0.038,0.086,0.76,0.735,0.203
